X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
4284,McGeehan,Kevin,2018-2019,Jul 2013 -  ,Campbell University ,Men's Basketball ,0.9951,0.0049,male
4285,McGinnis,Jana,2018-2019,Oct 1993 -  ,Jacksonville State University ,Softball ,0.0009,0.9991,female
4286,McGlynn,Kevin,2018-2019,Apr 2018 -  ,Seton Hall University ,Women's Tennis ,0.9951,0.0049,male
4287,McGovern,Elizabeth,2018-2019,Sep 2010 -  ,Binghamton University ,Women's Tennis ,0.0031,0.9969,female
4288,McGrane,Dermot,2018-2019,May 2011 -  ,Canisius College ,Men's Soccer ,1,0,male
4289,McGrath,C.B.,2018-2019,May 2017 - May 2020 ,University of North Carolina Wilmington ,Men's Basketball ,NA,NA,male
4290,McGrath,Gerald,2018-2019,Nov 2012 -  ,Tennessee State University ,Men's Golf ,0.9947,0.0053,male
4291,McGrath,Gerald,2018-2019,Nov 2012 -  ,Tennessee State University ,Women's Golf ,0.9947,0.0053,male
4292,McGraw,Mike,2018-2019,Sep 2014 -  ,Baylor University ,Men's Golf ,0.9966,0.0034,male
4293,McGraw,Muffet,2018-2019,Jun 1987 - Jun 2020 ,University of Notre Dame ,Women's Basketball ,NA,NA,female
4294,McGreevy,Matt,2018-2019,Aug 2006 -  ,Sacred Heart University ,Women's Golf ,0.9997,0.0003,male
4295,McGreevy,Matt,2018-2019,Sep 2010 -  ,Sacred Heart University ,Men's Golf ,0.9997,0.0003,male
4296,McGuff,Kevin,2018-2019,May 2013 -  ,The Ohio State University ,Women's Basketball ,0.9951,0.0049,male
4297,McGuire,Michael,2018-2019,May 2013 -  ,Radford University ,Women's Basketball ,0.9947,0.0053,male
4298,McGuire,Mike,2018-2019,Aug 2012 - Jul 2019 ,Morehead State University ,Baseball ,0.9966,0.0034,male
4299,McGuire,Mike,2018-2019,Jul 2019 -  ,University of South Carolina Upstate ,Baseball ,0.9966,0.0034,male
4300,McGuire,Mike,2018-2019,Aug 1992 -  ,University of Michigan ,Women's Cross Country ,0.9966,0.0034,male
4301,McGuire,Neil,2018-2019,Jun 2007 -  ,"University of California, Berkeley ",Women's Soccer ,0.9964,0.0036,male
4302,McGuyre,Ryan,2018-2019,Jan 2015 -  ,Baylor University ,Women's Volleyball ,0.9768,0.0232,male
4303,McInerney,Sean,2018-2019,Aug 2013 -  ,Utah State University ,Women's Tennis ,0.9925,0.0075,male
4304,McInerney,Sheila,2018-2019,Sep 1984 -  ,Arizona State University ,Women's Tennis ,0.0026,0.9974,female
4305,McIntosh,Tom,2018-2019,Sep 1995 -  ,The University of Tulsa ,Men's Soccer ,0.9969,0.0031,male
4306,McIntyre,Ian,2018-2019,Feb 2010 -  ,Syracuse University ,Men's Soccer ,0.9962,0.0038,male
4307,McIntyre,Jen,2018-2019,Aug 2014 - Jun 2019 ,University of Connecticut ,Softball ,0.1575,0.8425,female
4308,McKay,Ritchie,2018-2019,May 2015 -  ,Liberty University ,Men's Basketball ,0.9919,0.0081,male
4309,McKeever,Teri,2018-2019,Sep 1992 -  ,"University of California, Berkeley ",Women's Swimming and Diving ,0.0046,0.9954,female
4310,McKendree,Krista,2018-2019,Mar 2008 - Feb 2020 ,University of Evansville ,Women's Soccer ,0.0019,0.9981,female
4311,McKenna,Kelcy,2018-2019,Sep 2016 -  ,University of Wisconsin-Madison ,Women's Tennis ,0.0691,0.9309,female
4312,McKeown,Joe,2018-2019,Jun 2008 -  ,Northwestern University ,Women's Basketball ,0.9745,0.0255,male
4313,McKeown,Kevin,2018-2019,Aug 2016 -  ,Binghamton University ,Men's Lacrosse ,0.9951,0.0049,male
4314,McKie,Aaron,2018-2019,May 2019 -  ,Temple University ,Men's Basketball ,0.9918,0.0082,male
4315,McKienzie Fuerbringer,Joy,2018-2019,Aug 2017 -  ,Long Beach State University ,Women's Volleyball ,0.0112,0.9888,female
4316,McKillop,Bob,2018-2019,Aug 2003 -  ,Davidson College ,Men's Basketball ,0.9969,0.0031,male
4317,McKinney,Clarence,2018-2019,Feb 2019 -  ,Texas Southern University ,Football ,0.9929,0.0071,male
4318,McKinney,Gavin,2018-2019,Feb 2015 -  ,University of Tennessee at Chattanooga ,Women's Soccer ,0.9975,0.0025,male
4319,McLain,Chris,2018-2019,Jan 2017 -  ,Villanova University ,Women's Soccer ,0.8507,0.1493,male
4320,McLaughlin,David,2018-2019,May 2016 -  ,Dartmouth College ,Men's Basketball ,0.9963,0.0037,male
4321,McLaughlin,Jon,2018-2019,Aug 2015 - Sep 2018 ,Stephen F. Austin State University ,Women's Tennis ,0.9921,0.0079,male
4322,McLaughlin,Michael,2018-2019,Jun 2009 -  ,University of Pennsylvania ,Women's Basketball ,0.9947,0.0053,male
4323,McLaughlin,Rich,2018-2019,Feb 2009 -  ,"University of California, Santa Barbara ",Men's Volleyball ,1,0,male
4324,McLean,Damion,2018-2019,Jul 2018 -  ,Appalachian State University ,"Women's Track, Indoor ",0.9973,0.0027,male
4325,McLean,Damion,2018-2019,Jul 2018 -  ,Appalachian State University ,"Men's Track, Indoor ",0.9973,0.0027,male
4326,McLean,Damion,2018-2019,Jul 2018 -  ,Appalachian State University ,"Men's Track, Outdoor ",0.9973,0.0027,male
4327,McLean,Damion,2018-2019,Jul 2018 -  ,Appalachian State University ,"Women's Track, Outdoor ",0.9973,0.0027,male
4328,McMahon,Angela,2018-2019,Aug 2010 -  ,"University of Massachusetts, Amherst ",Women's Lacrosse ,0.003,0.997,female
4329,McMahon,Matt,2018-2019,Jul 2015 -  ,Murray State University ,Men's Basketball ,0.9997,0.0003,male
4330,McMakin,Brad,2018-2019,Jul 2006 -  ,"University of Arkansas, Fayetteville ",Men's Golf ,0.997,0.003,male
4331,McMillan,Kevin,2018-2019,Jul 2009 -  ,University of Tennessee at Martin ,Women's Basketball ,0.9951,0.0049,male
4332,McMinn,Andrew,2018-2019,Sep 2011 -  ,Robert Morris University ,Men's Lacrosse ,0.996,0.004,male
4333,McMullen,Sara,2018-2019,Jun 2016 -  ,Saint Francis University (Pennsylvania) ,Women's Volleyball ,0.0029,0.9971,female
4334,McNair,Fred,2018-2019,Feb 2016 -  ,Alcorn State University ,Football ,0.9952,0.0048,male
4335,McNamara,Danielle,2018-2019,Jul 2006 -  ,Yale University ,Women's Tennis ,0.0049,0.9951,female
4336,McNamara,Philip,2018-2019,Apr 2010 -  ,University of Tennessee at Martin ,Women's Soccer ,0.9967,0.0033,male
4337,McNeill,Kia,2018-2019,Feb 2016 -  ,Brown University ,Women's Soccer ,0.0205,0.9795,female
4338,McNeill,Kim,2018-2019,May 2016 - May 2019 ,University of Hartford ,Women's Basketball ,0.1546,0.8454,female
4339,McNeill,Kim,2018-2019,May 2019 -  ,East Carolina University ,Women's Basketball ,0.1546,0.8454,female
4340,McPhaul,Press,2018-2019,Jul 2017 -  ,North Carolina State University ,Men's Golf ,1,0,male
4341,McPhee-McCuin,Yolett,2018-2019,May 2018 -  ,University of Mississippi ,Women's Basketball ,NA,NA,female
4342,McRoberts,Steven,2018-2019,Feb 2014 - Feb 2020 ,University of Mississippi ,Women's Volleyball ,0.9963,0.0037,male
4343,McWhorter,Meadow,2018-2019,Aug 2016 -  ,Portland State University ,Softball ,0,1,female
4344,Meade,Richie,2018-2019,Jun 2012 -  ,Furman University ,Men's Lacrosse ,0.9516,0.0484,male
4345,Meaders,Harlis,2018-2019,Aug 2012 - Aug 2019 ,"University of North Carolina, Chapel Hill ","Women's Track, Indoor ",1,0,male
4346,Meaders,Harlis,2018-2019,Aug 2012 - Aug 2019 ,"University of North Carolina, Chapel Hill ","Men's Track, Indoor ",1,0,male
4347,Meaders,Harlis,2018-2019,Aug 2012 - Aug 2019 ,"University of North Carolina, Chapel Hill ","Women's Track, Outdoor ",1,0,male
4348,Meaders,Harlis,2018-2019,Aug 2012 - Aug 2019 ,"University of North Carolina, Chapel Hill ","Men's Track, Outdoor ",1,0,male
4349,Mearns,Randy,2018-2019,Sep 2018 -  ,St. Bonaventure University ,Men's Lacrosse ,0.9841,0.0159,male
4350,Mecca,Dante,2018-2019,Aug 2003 - Sep 2018 ,Manhattan College ,"Men's Track, Indoor ",0.9868,0.0132,male
4351,Mecca,Dante,2018-2019,Aug 2003 - Sep 2018 ,Manhattan College ,"Men's Track, Outdoor ",0.9868,0.0132,male
4352,Mecca,Dante,2018-2019,Aug 1993 - Sep 2018 ,Manhattan College ,"Women's Track, Indoor ",0.9868,0.0132,male
4353,Mecca,Dante,2018-2019,Aug 1993 - Sep 2018 ,Manhattan College ,"Women's Track, Outdoor ",0.9868,0.0132,male
4354,Mecklenburg,Marcia,2018-2019,Oct 1995 -  ,Eastern Washington University ,"Women's Track, Outdoor ",0.0021,0.9979,female
4355,Mecklenburg,Marcia,2018-2019,Oct 1995 -  ,Eastern Washington University ,"Women's Track, Indoor ",0.0021,0.9979,female
4356,Medeiros,Carissa,2018-2019,Oct 2013 - Aug 2019 ,University of Massachusetts Lowell ,Women's Lacrosse ,0.0004,0.9996,female
4357,Medina Alvarez,Jhonnatan ,2018-2019,Sep 2018 -  ,Longwood University ,Women's Tennis ,NA,NA,male
4358,Medina Alvarez,Jhonnatan ,2018-2019,Jan 2018 -  ,Longwood University ,Men's Tennis ,NA,NA,male
4359,Medved,Niko,2018-2019,Apr 2018 -  ,Colorado State University ,Men's Basketball ,0.9338,0.0662,male
4360,Mee,Cory,2018-2019,Aug 2003 - Jun 2019 ,University of Toledo ,Baseball ,0.9478,0.0522,male
4361,Meehan,Greg,2018-2019,Aug 2012 -  ,Stanford University ,Women's Swimming and Diving ,0.998,0.002,male
4362,Meehan,Paul,2018-2019,Mar 2018 -  ,Gonzaga University ,Men's Soccer ,0.996,0.004,male
4363,Meek,Michael,2018-2019,May 2019 -  ,University of Portland ,Women's Basketball ,0.9947,0.0053,male
4364,Meek,Ryan,2018-2019,Feb 2018 -  ,High Point University ,Women's Volleyball ,0.9768,0.0232,male
4365,Meeks,Alexis,2018-2019,Jan 2019 -  ,University of South Alabama ,Women's Volleyball ,0.1452,0.8548,female
4366,Meggs,Lindsay,2018-2019,Aug 2009 -  ,University of Washington ,Baseball ,0.029,0.971,female
4367,Meharg,Missy,2018-2019,May 1992 -  ,"University of Maryland, College Park ",Field Hockey ,0,1,female
4368,Meiburger,Naomi,2018-2019,Mar 2014 - Jan 2019 ,Loyola University Maryland ,Women's Soccer ,0.0017,0.9983,female
4369,Meier,Katie,2018-2019,May 2005 -  ,University of Miami (Florida) ,Women's Basketball ,0.002,0.998,female
4370,Meili,Launi,2018-2019,May 2007 -  ,U.S. Air Force Academy ,Mixed Rifle ,0,1,female
4371,Melendez,Mervyl,2018-2019,Aug 2016 -  ,Florida International University ,Baseball ,NA,NA,male
4372,Melia,Michelle,2018-2019,Oct 2018 - Oct 2019 ,Monmouth University ,Women's Golf ,0.0038,0.9962,female
4373,Melo,Giovana,2018-2019,Apr 2014 -  ,"California State University, Bakersfield ",Women's Volleyball ,0,1,female
4374,Memont,Jason,2018-2019,Oct 2014 - Aug 2020 ,University of North Carolina Wilmington ,Women's Swimming and Diving ,0.9948,0.0052,male
4375,Memont,Jason,2018-2019,Oct 2014 - Aug 2020 ,University of North Carolina Wilmington ,Men's Swimming and Diving ,0.9948,0.0052,male
4376,Mendenhall,Bronco,2018-2019,Jan 2016 -  ,University of Virginia ,Football ,1,0,male
4377,Mendoza,Tom,2018-2019,Feb 2018 -  ,"University of South Carolina, Columbia ",Women's Volleyball ,0.9969,0.0031,male
4378,Mennell,Mathes,2018-2019,Mar 2015 - Feb 2020 ,University of North Carolina Asheville ,Men's Soccer ,NA,NA,male
4379,Menzel,Megan,2018-2019,Sep 2011 -  ,University of Iowa ,Women's Golf ,0.0024,0.9976,female
4380,Menzies,Marvin,2018-2019,May 2016 - Apr 2019 ,"University of Nevada, Las Vegas ",Men's Basketball ,0.9935,0.0065,male
4381,Mercado,Felix,2018-2019,Sep 2007 -  ,Brown University ,Women's Water Polo ,0.9906,0.0094,male
4382,Mercado,Felix,2018-2019,Sep 2007 -  ,Brown University ,Men's Water Polo ,0.9906,0.0094,male
4383,Mercer,Jeff,2018-2019,Aug 2018 -  ,"Indiana University, Bloomington ",Baseball ,0.9977,0.0023,male
4384,Mercer,John,2018-2019,Sep 2002 -  ,Marshall University ,Women's Tennis ,0.9961,0.0039,male
4385,Merchant,Suzy,2018-2019,May 2007 -  ,Michigan State University ,Women's Basketball ,0,1,female
4386,Meredith,Rudy,2018-2019,Aug 1994 - Apr 2019 ,Yale University ,Women's Soccer ,0.9801,0.0199,male
4387,Merian,Laurie,2018-2019,Aug 2016 - Oct 2018 ,University of Detroit Mercy ,Women's Lacrosse ,0.0074,0.9926,female
4388,Merkley,Hillary,2018-2019,Aug 2016 -  ,Idaho State University ,"Women's Track, Indoor ",0.0284,0.9716,female
4389,Merkley,Hillary,2018-2019,Aug 2016 -  ,Idaho State University ,"Men's Track, Outdoor ",0.0284,0.9716,female
4390,Merkley,Hillary,2018-2019,Aug 2016 -  ,Idaho State University ,"Men's Track, Indoor ",0.0284,0.9716,female
4391,Merkley,Hillary,2018-2019,Aug 2016 -  ,Idaho State University ,"Women's Track, Outdoor ",0.0284,0.9716,female
4392,Merritt,Chris,2018-2019,Jan 2019 -  ,Bryant University ,Football ,0.8507,0.1493,male
4393,Merriweather,Katrina,2018-2019,Jul 2016 -  ,Wright State University ,Women's Basketball ,0.0023,0.9977,female
4394,Mertz,Katherine,2018-2019,Jan 2013 - Jan 2020 ,University of Oregon ,Women's Soccer ,0.0028,0.9972,female
4395,Merzbacher,Charles,2018-2019,Aug 2017 -  ,University of Tennessee at Chattanooga ,Men's Tennis ,0.9949,0.0051,male
4396,Metcalf,Holly,2018-2019,Aug 2007 -  ,Massachusetts Institute of Technology ,Women's Rowing ,0.0052,0.9948,female
4397,Metil,Don,2018-2019,May 2013 -  ,Towson University ,Women's Volleyball ,0.9937,0.0063,male
4398,Metts,Chan,2018-2019,Sep 2018 -  ,Western Kentucky University ,Men's Golf ,0.8023,0.1977,male
4399,Metzger,Stein,2018-2019,Feb 2013 -  ,"University of California, Los Angeles ",Women's Beach Volleyball ,1,0,male
4400,Meuchel,Melanie,2018-2019,Nov 2017 -  ,University of Montana ,Softball ,0.0025,0.9975,female
4401,Meyer,Andy,2018-2019,Sep 2016 -  ,University of Tennessee at Chattanooga ,Women's Cross Country ,0.9881,0.0119,male
4402,Meyer,Andy,2018-2019,Sep 2016 -  ,University of Tennessee at Chattanooga ,Men's Cross Country ,0.9881,0.0119,male
4403,Meyer,Andy,2018-2019,Sep 2016 -  ,University of Tennessee at Chattanooga ,"Women's Track, Indoor ",0.9881,0.0119,male
4404,Meyer,Andy,2018-2019,Sep 2016 -  ,University of Tennessee at Chattanooga ,"Women's Track, Outdoor ",0.9881,0.0119,male
4405,Meyer,Ryan,2018-2019,Jan 2013 -  ,University of Dayton ,Men's Tennis ,0.9768,0.0232,male
4406,Meyer,Urban,2018-2019,Mar 2012 - Feb 2019 ,The Ohio State University ,Football ,1,0,male
4407,Michaelides,Michael,2018-2019,Aug 2004 - Oct 2019 ,Long Island University ,Men's Golf ,0.9947,0.0053,male
4408,Michaelson,Coe,2018-2019,Feb 2016 -  ,California Baptist University ,Men's Soccer ,1,0,male
4409,Michalski,Jacqueline,2018-2019,Oct 2014 - Jul 2019 ,Eastern Illinois University ,Women's Swimming and Diving ,0.0032,0.9968,female
4410,Michalski,Jacqueline,2018-2019,Oct 2014 - Jul 2019 ,Eastern Illinois University ,Men's Swimming and Diving ,0.0032,0.9968,female
4411,Michner,Christian,2018-2019,Sep 2010 -  ,College of Charleston (South Carolina) ,Women's Soccer ,0.9491,0.0509,male
4412,Micros,Matt,2018-2019,May 2018 -  ,Sacred Heart University ,Women's Soccer ,0.9997,0.0003,male
4413,Mida,Rob,2018-2019,Sep 2016 - Oct 2018 ,Villanova University ,Women's Water Polo ,1,0,male
4414,Middleton,Shaunita,2018-2019,Aug 2015 -  ,Coppin State University ,Women's Bowling ,0,1,female
4415,Midlick,David,2018-2019,May 2015 - Apr 2021 ,Austin Peay State University ,Women's Basketball ,0.9963,0.0037,male
4416,Mihalich,Joe,2018-2019,Aug 2013 - Sep 2020 ,Hofstra University ,Men's Basketball ,0.9745,0.0255,male
4417,Mihok,Taylor,2018-2019,Sep 2018 -  ,Wagner College ,Women's Golf ,0.2457,0.7543,female
4418,Miklos,Nate,2018-2019,Aug 2013 -  ,Youngstown State University ,Women's Golf ,0.9048,0.0952,male
4419,Miles,Les,2018-2019,Feb 2019 - Apr 2021 ,University of Kansas ,Football ,0.9895,0.0105,male
4420,Miles,Tim,2018-2019,Jul 2012 - May 2019 ,"University of Nebraska, Lincoln ",Men's Basketball ,0.9975,0.0025,male
4421,Milhous,Joanie,2018-2019,Aug 2003 -  ,Villanova University ,Field Hockey ,0,1,female
4422,Milich,Tom,2018-2019,Sep 2006 - May 2020 ,California Polytechnic State University ,Women's Swimming and Diving ,0.9969,0.0031,male
4423,Milich,Tom,2018-2019,Sep 2006 - May 2020 ,California Polytechnic State University ,Men's Swimming and Diving ,0.9969,0.0031,male
4424,Milkman,Velvet,2018-2019,Aug 2003 -  ,Murray State University ,Women's Golf ,0.0016,0.9984,female
4425,Miller,Archie,2018-2019,Apr 2017 -  ,"Indiana University, Bloomington ",Men's Basketball ,0.978,0.022,male
4426,Miller,Blake,2018-2019,Jul 2016 - Jun 2019 ,Texas A&M University-Corpus Christi ,Softball ,0.9642,0.0358,male
4427,Miller,Ceri,2018-2019,Sep 2017 - Jun 2019 ,Wofford College ,Women's Lacrosse ,0,1,female
4428,Miller,Chad,2018-2019,Apr 2010 -  ,Western Carolina University ,Women's Soccer ,0.9954,0.0046,male
4429,Miller,David,2018-2019,Aug 2017 -  ,La Salle University ,Baseball ,0.9963,0.0037,male
4430,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,Women's Cross Country ,0.9336,0.0664,male
4431,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,Men's Cross Country ,0.9336,0.0664,male
4432,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,"Men's Track, Outdoor ",0.9336,0.0664,male
4433,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,"Men's Track, Indoor ",0.9336,0.0664,male
4434,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,"Women's Track, Outdoor ",0.9336,0.0664,male
4435,Miller,Dion,2018-2019,Aug 2019 -  ,Arizona State University ,"Women's Track, Indoor ",0.9336,0.0664,male
4436,Miller,Ira,2018-2019,Sep 2014 -  ,New Jersey Institute of Technology ,Men's Tennis ,0.9139,0.0861,male
4437,Miller,Jason,2018-2019,Oct 2006 -  ,St. John's University (New York) ,Men's Lacrosse ,0.9948,0.0052,male
4438,Miller,Jay,2018-2019,Aug 2018 -  ,Hofstra University ,Softball ,0.9875,0.0125,male
4439,Miller,Jon,2018-2019,Jul 2013 -  ,California Baptist University ,Women's Water Polo ,0.9921,0.0079,male
4440,Miller,Kelli,2018-2019,Jun 2016 -  ,Ball State University ,Women's Volleyball ,0.0038,0.9962,female
4441,Miller,Kent,2018-2019,May 2011 -  ,Saint Louis University ,Women's Volleyball ,0.9973,0.0027,male
4442,Miller,Lisa,2018-2019,Aug 2019 -  ,University of Massachusetts Lowell ,Women's Lacrosse ,0.0027,0.9973,female
4443,Miller,Lisa,2018-2019,Aug 2007 - Sep 2018 ,Harvard University ,Women's Lacrosse ,0.0027,0.9973,female
4444,Miller,Paula,2018-2019,Aug 2014 -  ,Quinnipiac University ,Women's Tennis ,0.003,0.997,female
4445,Miller,Robert,2018-2019,Sep 2005 - Aug 2020 ,Santa Clara University ,Men's Golf ,0.9959,0.0041,male
4446,Miller,Ronald C.,2018-2019,Aug 1970 - Jun 2019 ,"University of North Carolina, Chapel Hill ",Women's Fencing ,NA,NA,male
4447,Miller,Ronald C.,2018-2019,Aug 1970 - Jun 2019 ,"University of North Carolina, Chapel Hill ",Men's Fencing ,NA,NA,male
4448,Miller,Sean,2018-2019,May 2009 -  ,University of Arizona ,Men's Basketball ,0.9925,0.0075,male
4449,Miller,Trey,2018-2019,Dec 2016 - Jun 2020 ,Alabama A&M University ,Men's Golf ,0.997,0.003,male
4450,Miller,Wes,2018-2019,Apr 2012 -  ,The University of North Carolina at Greensboro ,Men's Basketball ,1,0,male
4451,Miller-Livsey,Jessica,2018-2019,Aug 2019 -  ,Old Dominion University ,Men's Swimming and Diving ,0.0032,0.9968,female
4452,Miller-Livsey,Jessica,2018-2019,Aug 2019 -  ,Old Dominion University ,Women's Swimming and Diving ,0.0032,0.9968,female
4453,Milleson,Nyla,2018-2019,May 2013 -  ,George Mason University ,Women's Basketball ,0,1,female
4454,Millican,Glen,2018-2019,Aug 2003 -  ,University of New Mexico ,Men's Golf ,0.9918,0.0082,male
4455,Milligan,Cheryl,2018-2019,Jul 2019 -  ,U.S. Military Academy ,Softball ,0.0021,0.9979,female
4456,Milligan,Lynn,2018-2019,May 2007 -  ,Rider University ,Women's Basketball ,0.187,0.813,female
4457,Milliman,Peter,2018-2019,Jun 2017 - Jun 2020 ,Cornell University ,Men's Lacrosse ,0.9966,0.0034,male
4458,Millinder,Jim,2018-2019,Jan 2013 -  ,University of San Francisco ,Women's Soccer ,0.9966,0.0034,male
4459,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,Women's Cross Country ,0.995,0.005,male
4460,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,"Men's Track, Outdoor ",0.995,0.005,male
4461,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,"Women's Track, Indoor ",0.995,0.005,male
4462,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,"Women's Track, Outdoor ",0.995,0.005,male
4463,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,Men's Cross Country ,0.995,0.005,male
4464,Mills,Christopher,2018-2019,Aug 2016 -  ,St. Francis College Brooklyn ,"Men's Track, Indoor ",0.995,0.005,male
4465,Mills,Jon,2018-2019,Aug 2019 -  ,Kent State University ,Men's Golf ,0.9921,0.0079,male
4466,Mills,Paul,2018-2019,May 2017 -  ,Oral Roberts University ,Men's Basketball ,0.996,0.004,male
4467,Milner,Mark,2018-2019,Aug 2012 -  ,Oral Roberts University ,Men's Tennis ,0.9967,0.0033,male
4468,Milner,Mark,2018-2019,Jul 2018 -  ,Oral Roberts University ,Women's Tennis ,0.9967,0.0033,male
4469,Milstead,Rod,2018-2019,Mar 2018 -  ,Delaware State University ,Football ,1,0,male
4470,Miltenberg,Chris,2018-2019,Aug 2019 -  ,"University of North Carolina, Chapel Hill ","Men's Track, Outdoor ",0.8507,0.1493,male
4471,Miltenberg,Chris,2018-2019,Aug 2019 -  ,"University of North Carolina, Chapel Hill ","Women's Track, Indoor ",0.8507,0.1493,male
4472,Miltenberg,Chris,2018-2019,Aug 2019 -  ,"University of North Carolina, Chapel Hill ","Women's Track, Outdoor ",0.8507,0.1493,male
4473,Miltenberg,Chris,2018-2019,Aug 2019 -  ,"University of North Carolina, Chapel Hill ","Men's Track, Indoor ",0.8507,0.1493,male
4474,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,Men's Cross Country ,0.995,0.005,male
4475,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,"Men's Track, Indoor ",0.995,0.005,male
4476,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,Women's Cross Country ,0.995,0.005,male
4477,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,"Men's Track, Outdoor ",0.995,0.005,male
4478,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,"Women's Track, Outdoor ",0.995,0.005,male
4479,Miltenberg,Christopher,2018-2019,Sep 2012 - Sep 2019 ,Stanford University ,"Women's Track, Indoor ",0.995,0.005,male
4480,Milton-Jones,DeLisha,2018-2019,May 2017 - Aug 2019 ,Pepperdine University ,Women's Basketball ,0,1,female
4481,Milwood-Lee,Sharlene,2018-2019,Jul 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ",Men's Cross Country ,0,1,female
4482,Milwood-Lee,Sharlene,2018-2019,Jul 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ","Men's Track, Outdoor ",0,1,female
4483,Milwood-Lee,Sharlene,2018-2019,Aug 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ","Women's Track, Outdoor ",0,1,female
4484,Milwood-Lee,Sharlene,2018-2019,Jul 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ","Men's Track, Indoor ",0,1,female
4485,Milwood-Lee,Sharlene,2018-2019,Jul 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ",Women's Cross Country ,0,1,female
4486,Milwood-Lee,Sharlene,2018-2019,Aug 2003 -  ,"Fairleigh Dickinson University, Metropolitan Campus ","Women's Track, Indoor ",0,1,female
4487,Mimnaugh,Faith,2018-2019,May 1998 -  ,California Polytechnic State University ,Women's Basketball ,0.0016,0.9984,female
4488,Minasola,Katie,2018-2019,Sep 2017 -  ,Eastern Michigan University ,Women's Gymnastics ,0.002,0.998,female
4489,Minatta,Tony,2018-2019,Jan 2014 - Feb 2020 ,Iowa State University ,Women's Soccer ,0.9884,0.0116,male
4490,Mingione,Nick,2018-2019,Aug 2016 -  ,University of Kentucky ,Baseball ,0.998,0.002,male
4491,Minnis,Ted,2018-2019,Aug 2010 -  ,Harvard University ,Men's Water Polo ,0.9978,0.0022,male
4492,Minnis,Ted,2018-2019,Aug 2010 -  ,Harvard University ,Women's Water Polo ,0.9978,0.0022,male
4493,Minter,Mike,2018-2019,Mar 2013 -  ,Campbell University ,Football ,0.9966,0.0034,male
4494,Mispley Fortier,Lisa,2018-2019,May 2014 -  ,Gonzaga University ,Women's Basketball ,0.0027,0.9973,female
4495,Mitchell,Dennis,2018-2019,Aug 1995 -  ,University of Akron ,"Women's Track, Outdoor ",0.9956,0.0044,male
4496,Mitchell,Dennis,2018-2019,Aug 2003 -  ,University of Akron ,"Men's Track, Outdoor ",0.9956,0.0044,male
4497,Mitchell,Dennis,2018-2019,Aug 2003 -  ,University of Akron ,"Men's Track, Indoor ",0.9956,0.0044,male
4498,Mitchell,Dennis,2018-2019,Aug 1995 -  ,University of Akron ,"Women's Track, Indoor ",0.9956,0.0044,male
4499,Mitchell,Jalie,2018-2019,May 2015 -  ,University of North Texas ,Women's Basketball ,0,1,female
4500,Mitchell,Jim,2018-2019,Aug 2018 - Sep 2019 ,Bellarmine University ,Men's Lacrosse ,0.9966,0.0034,male
4501,Mitchell,Marc,2018-2019,May 2018 -  ,Saint Peter's University ,Women's Basketball ,0.9959,0.0041,male
4502,Mitchell,Matthew,2018-2019,May 2007 -  ,University of Kentucky ,Women's Basketball ,0.9962,0.0038,male
4503,Mitchell,Vicki,2018-2019,Jul 2002 -  ,"University at Buffalo, the State University of New York ","Women's Track, Indoor ",0.0018,0.9982,female
4504,Mitchell,Vicki,2018-2019,Aug 2003 -  ,"University at Buffalo, the State University of New York ","Men's Track, Outdoor ",0.0018,0.9982,female
4505,Mitchell,Vicki,2018-2019,Aug 2003 -  ,"University at Buffalo, the State University of New York ",Men's Cross Country ,0.0018,0.9982,female
4506,Mitchell,Vicki,2018-2019,Aug 2003 -  ,"University at Buffalo, the State University of New York ",Women's Cross Country ,0.0018,0.9982,female
4507,Mitchell,Vicki,2018-2019,Aug 2003 -  ,"University at Buffalo, the State University of New York ","Men's Track, Indoor ",0.0018,0.9982,female
